ID_Article,communityId,ID_RelatedVenue,title,year,abstract
2226054,21220,8335,Low-power implementation of H.324 audiovisual codec dedicated to mobile computing,1998,"A VLSI implementation of the H.324 audiovisual codec is described. A number of sophisticated low-power architectures have been devised dedicatedly for the mobile use. A set of specific functional units, each corresponding to a process of H.263 video codec, is employed to lighten different performance bottlenecks. A compact DSP core composed of two MAC units is used for both ACELP and MP-MLQ coding schemes of the G.723.1 speech codec. The proposed audiovisual codec core has been implemented by using 0.35 /spl mu/m CMOS 4LM technology, which contains totally 420 K transistors with the dissipation of 224.32 mW from single 3.3 V supply."
2423094,21220,369,An Efficient VLSI Architecture of a Layered Space-Time Receiver,2007,"This paper presents a practical implementation of a layered space-time (LST) receiver targeting a Xilinx Virtex-II FPGA. The architecture is based on multipass burst processing, and includes burst buffers for each antenna, channel parameter estimation modules exploiting a training sequence, and a simple matrix inversion adaptation mechanism. LST architectures involve significant implementation complexity and various refinements have been proposed in the literature to mitigate this aspect. Our receiver is based on novel modifications to the standard LST algorithm which enable unprecedented implementation simplicity, avoiding complex operations such as divisions and square roots, while suffering a negligible BER degradation."
2871299,21220,8494,Multiobjective path planning on uneven terrains based on NAMOA,2016,"Existing path planning algorithms are capable of finding physically feasible, shortest, and energy-efficient paths for mobile robots navigating on uneven terrains. However, shortest paths on uneven terrains are often energy inefficient while energy-optimal paths usually take long time to be traversed. Therefore, due to time and energy constraints imposed on mobile robots, these shortest and energy-optimal paths might not be applicable. We propose a multiobjective path planner that can find pareto-optimal solutions in terms of path length and energy consumption. It is based on NAMOA∗ search algorithm that utilizes a proposed monotone heuristic cost function. The simulation results show that nondominated path options found by the proposed path planner can be very useful in many real-world applications."
2832717,21220,8494,A quasi-digital pressure/touch sensor prototype for orbital targets contact event monitoring,2016,"This paper presents a sensorized belt with four fully integrated pressure-touch sensors. We propose a very-low complexity sensor able to measure a pressure variation (up to 4 MPa) and to identify with accuracy a contact event at around 10 kPa. The overall pressure/touch sensor integrates a transducer, based on piezo capacitive material, coupled with a read-out circuit designed around a ring-oscillator. This converts the capacitance variation of the transducer into a quasi-digital signal characterized by a frequency range of 36.3–270 kHz with a very low standard deviation (2.3 kHz) and a sensitivity of 2.2 Hz/Pa. The tight integration of the electronics with the transducer results in a very compact all-in-one sensor system (overall size is 20 mm × 20 mm × 10 mm). Further, a major benefit of a low complexity design is the low power consumption, measured to be ∼370 μW. Based on a quasi-digital approach (event-driven), the system is well suited for impulse-based wireless communication."
2906627,21220,8494,A hardware security solution against scan-based attacks,2016,"Scan based Design for Test (DfT) schemes have been in wide use to increase the testability of digital circuits. The main objective is to ensure that nodes in the Circuit Under Test (CUT) are controllable and observable. While such comprehensive access is highly desirable for testing, it is not acceptable for secure chips as it is subject to exploitation. In this work, a new method is presented to protect the sensitive information from attackers using scan chains. The access through the scan chain to the circuit containing the secret information has been severely limited to reduce the risk of a scan-based attack. To ensure the testability of the circuit, a built-in self-test utilizing an LFSR is considered. The proposed scheme can be used as countermeasure against side channel attacks with a low area overhead as compared to the reported solutions."
2864349,21220,8494,Class D CMOS power amplifier with on/off logic for a multilevel outphasing transmitter,2016,"In this paper, we present a class D power amplifier (PA) design in 28 nm CMOS for a multilevel outphasing transmitter. For increased output power, the design consists of eight unit PAs with cascoded output stages. In order to improve back-off efficiency from conventional outphasing, the PAs are switched on and off in pairs for different amplitude levels, which is challenging to implement with cascoded class D. As a solution, we introduce a new on/off switching method based on logic gates utilizing two square wave voltages to produce either a similar square wave or a constant voltage. This method enables a higher level of integration by using low-voltage digital signals for on/off control, while eliminating the timing mismatch between output transistors caused by a level shifter. The simulated peak output power of the PA is 32.4 dBm, and its peak efficiency is 34.1%."
2893900,21220,8494,Secure communication system based on a logistic map and a linear feedback shift register,2016,In this paper we propose a fast and secure encryption system with a mixed-architecture based on a Modified Logistic Map and a Linear Feedback Shift Register. The system has been simulated showing that it can encrypt and decrypt images efficiently. The encrypted messages have been able to pass the NIST as well as the diehard battery of tests proving that the system is secure.
2867348,21220,8494,"A 1V, −26dBm sensitive auto configurable mixed converter mode RF energy harvesting with wide input range",2016,A maximum power point tracking DC-DC boost converter and reconfigurable rectifier to harvest energy from ambient RF source in an auto-configurable mixed converter mode is presented. A reconfigurable rectifier with adjustable rectifier stages in the high input power range(−16dBm to −8dBm) and a boost converter with adaptive control in the low input power level range(−26dBm to −17dBm) to maximize the efficiency is proposed. The system is designed at UHF band(900MHz) to drive a load with 1V and shows a peak efficiency of 62.8% at −20dBm and 78.2% at −12dBm and it is implemented using UMC 0.18μm CMOS technology.
2888444,21220,8494,Self-powered sensing and time-stamping of rare events using CMOS Fowler-Nordheim tunneling timers,2016,This paper explores the use of continuous-time Fowler-Nordheim (FN) tunneling for implementing self-powered CMOS sensors that can be used to simultaneously measure and time-stamp occurrences of rare signal events. At the core of the proposed design is a floating-gate device where the FN based electron tunneling is induced through the thin gate-oxide and the control gate is used to couple the signal that is being measured and time-stamped. The signal then modulates the shape of the FN tunneling barrier which is captured by the tunneling rate of electrons being stored on the floating-gate. Thus the sensor continuously operates without the need for any external powering and the data from the sensor can be retrieved to reconstruct the occurrence of events offline. The proof-of-concept has been validated using prototypes fabricated in a standard 0.5-μm CMOS process and the measurement results show that less than 100 fJ of sensing energy is required for event recording and time-stamping.
2438747,21220,8228,A Two-Stage Sensing Technique for Dynamic Spectrum Access,2008,"Dynamic spectrum access (DSA) is a promising approach for mitigating spectrum scarcity. Underlying DSA is the need for fast and reliable spectrum sensing over a potentially large band. In N.M. Neihart, et al., (May 2007), the concept of two-stage sensing scheme was introduced. In this work, we develop models for performance analysis based on mean time to detect an idle channel. Simulation results show that two-stage sensing leads to faster detection than conventional single-stage random search. System-level issues such as the impact of bandwidth of coarse sensing block and sensing duration of energy detector on mean detection time are also explored."
2894137,21220,8494,A new charge balancing scheme for electrical microstimulators based on modulated anodic stimulation pulse width,2016,"In this Paper, we propose a new method for safe electrical neural stimulation. Current mode digital-to-analog converters are used to generate the cathodic and the anodic stimulation phases. A sample-and-hold and a window comparator circuit are used to compare the voltage of the electrode and the tissue with a target value within a safe voltage range of −50 mV to +50 mV. When the electrode voltage falls below the lower bound or above the upper bound of such a safe voltage range, the anodic stimulation pulse width is modified in such a way that the electrode voltage remains in the safe range. High-level pulse shrinking (HLPS) and low-level pulse shrinking (HLPS) elements are used in digital part to modify anodic pulse width. Simulation results for the proposed circuit implemented in a 0.18μm 1P6M CMOS technology confirm proper functioning and show that the proposed circuit requires extremely low power compared to other charge balancing schemes, with a power consumption of 4.2 μW."
2832897,21220,8494,Fault attack on FPGA implementations of Trivium stream cipher,2016,"This article presents the development of an experimental system to introduce faults in Trivium stream ciphers implemented on FPGA. The developed system has made possible to analyze the vulnerability of these implementations against fault attacks. The developed system consists of a mechanism that injects small pulses in the clock signal, and elements that analyze if a fault has been introduced, the number of faults introduced and its position in the inner state. The results obtained demonstrate the vulnerability of these implementations against fault attacks. As far as we know, this is the first time that experimental results of fault attack over Trivium are presented."
2860275,21220,8494,A new countermeasure against scan-based side-channel attacks,2016,"Scan design has been widely used to facilitate the testing of integrated circuits (ICs). However, it also provides attackers a side-channel to access the internal states of crypto chips and thus becomes a great threat to the security of the cipher keys. We propose a secure scan design scheme to protect crypto chips against such scan-based side-channel attacks. In this scheme, we introduce a shift register to control the working mode of certain scan cells. Only when the user configures the shift register correctly, can the scan design work normally under testing mode. We show that the proposed secure scan design can effectively resist the existing scan-based attacks. We also demonstrate that this approach has low area overhead while maintaining the testability of original design."
2338093,21220,8494,Analysis of a class of decimated clock/data recovery architectures for serial links,2013,PDF Not Yet Available In IEEE Xplore. The document that should appear here is not currently available.
2496473,21220,8494,Live demonstration: MWC for real-time application,2011,"We propose a demonstration of sub-Nyquist sampling and reconstruction in real-time, based on prototype hardware and embedded FPGA."
309648,21220,8494,On signal-flow graph analysis of multiphase SC networks,1994,Two technique how to obtain ingeniously the signal flow graph of the multiphase switched capacitor networks are there discussed. >
317166,21220,8494,Neural network architecture using random-pulse data processing,1995,The paper presents a structured design approach to random-pulse neural network architectures using stochastic computing techniques.
631382,21220,8494,Hopfield networks with an infinite number of cells,2001,We give existence and uniqueness results for the equations describing the dynamics of Hopfield neural networks for which there are infinitely many cells.
2208776,21220,8494,On the three-dimensional orthogonal drawing of outerplanar graphs,2009,"It has been known that every series-parallel 6-graph has a 2-bend 3-D orthogonal drawing, while it has been open whether every series-parallel 6-graph has a 1-bend 3-D orthogonal drawing. We show in this paper that every outerplanar 5-graph has a 1-bend 3-D orthogonal drawing."
386268,21220,8494,Synthesis of switched-capacitor inductance simulation circuits,1994,This paper describes an ingenious synthesis of switched-capacitor inductance simulation circuits using a network realization of derived charge samples. >
466461,21220,8494,Controlling chaotic motions in Chua's circuit via tunnels,1994,"A new method is given, which converts a chaotic motion in Chua's circuit to a periodic motion. A tunnel mechanism is used to perform this conversion. >"
318017,21220,8494,Power complementary and linear phase filter banks,1995,"We show a necessary and sufficient condition for power complementary and linear phase filter banks. As a design example, a 3 channel such filter bank is presented."
2495002,21220,8494,A comparative study of the new LQ-MCS control on an automotive electro-mechanical system,2008,This paper is concerned with the design and comparison of a new optimal-adaptive control of an electronic throttle body. Numerical results are complemented by experiments.
2373814,21220,8494,SPICE modeling of memristors,2011,In this paper we present a SPICE model for the titanium dioxide memristor device from its modeling equations as described in [1] and compare the SPICE simulations to the experimental data.
686590,21220,8494,Structured log-domain synthesis of nonlinear systems,1999,"In this paper two general schemes suitable for the systematic realisation of nonlinear dynamic networks are presented, based on the recently proposed log-domain technique."
466648,21220,8494,Principles of nonlinearity cancellation in linear MOS systems using MRC circuits,1994,The general principles of nonlinearity cancellation in MOS systems with MRC circuits are presented. The application of this technique is investigated for MOST-only digital-analog converter implementation. >
406542,21220,8494,All pass function based stability test for delta-operator formulated discrete-time systems,1995,Based on the properties of stable all pass functions (defined for delta-operator formulated discrete-time systems) a stability testing procedure is developed in this paper.
1698385,21220,8494,Necessary and sufficient conditions for one-dimensional discrete-time binary cellular neural networks with both A- and B-templates to be stable,2002,We give the necessary and sufficient conditions for a one-dimensional discrete-time binary cellular neural networks with both the A- and B-templates to be stable for a fixed boundary.
1924630,21220,8494,On the three-dimensional orthogonal drawing of series-parallel graphs (extended abstract),2008,"It has been known that every 6-graph has a 3-bend 3-D orthogonal drawing, while it has been open whether every 6- graph has a 2-bend 3-D orthogonal drawing. For the interesting open question, it is known that every 5-graph has a 2-bend 3-D orthogonal drawing, and every outerplanar 6-graph without triangles has a O-bend 3-D orthogonal drawing. We show in this paper that every series-parallel 6-graph has a 2-bend 3-D orthogonal drawing."
217368,21220,8494,Simultaneous realization of Z/sub 21//Z/sub 11/ and Y/sub 21/ of an RC two-port,2004,In this paper we give the necessary and sufficient conditions for the prescribed functions z/sub 21//z/sub 11/ and y/sub 21/ to be realizable simultaneously as an RC two-port.
502063,21220,8494,Floating point addition errors and their effect on the roundoff noise in digital signal processing,1994,An improved adder model is derived which takes into account correlations between signal and error. For different adder strategies is shown the influence of the improved adder model on the estimated of the resulting SNR. >
612668,21220,8494,Generalized chopper stabilization,2001,The concept of traditional chopper-stabilized amplifiers is extended to linear dynamical and certain types of nonlinear circuits. Simulation results are given to confirm the theory.
541819,21220,8494,Design of optimum totally-perfect connection-blocks of FPGA,1994,The optimal design problem of the connection-blocks of FPGA with respect to the number of switches and their distribution is solved. This also concerns with the optimal construction of direct concentrators. >
627171,21220,8494,Use of noise shaping for rate conversion in oversampled video signals,2003,This paper deals with the use of sigma delta techniques to allow a low resolution interpolator to achieve the same noise performance as a higher resolution interpolator when processing oversampled signals.
1884988,21220,8494,Live demonstration: MIPA4k: A 64×64 cell mixed-mode image processor array,2009,This live demonstration and the accompanying full-length paper are related to the ISCAS track “Cellular Neural Networks and Array Computing/Implementations of Topographical Microprocessors”.
435211,21220,8494,A high performance low voltage switched-current multiplier,1995,"This paper presents an accurate switched-current multiplier, designed for 3.3 V supply voltage, performing 1.25 M multiplications per second with a maximum non-linearity of 0.18%."
278084,21220,8494,Computing the transfer function for second-order 2D systems,2004,"In this paper the discrete Fourier transform is used to determine the coefficients of a transfer function of a new two-dimensional system model of second-order: x(i/sub 1/ + 2, i/sub 2/ + 2) = A/sub 0/x(i/sub 1/ + 1, i/sub 2/ + 1) + A/sub 1/x(i/sub 1/ + 1, i/sub 2/) + A/sub 2/x(i/sub 1/, i/sub 2/ + 1). The algorithm is straight forward and has been implemented using the software package Matlab/spl trade/. A step-by-step example illustrating the application of the algorithm is presented."
456287,21220,8494,Analysis of DC-DC converters containing a transformer,2006,This paper gives rigorous analysis of a kind of switching converters containing a transformer and shows that some graph-theoretic interpretation for them to work as DC-DC converters is possible.
2311092,21220,8494,Parametric compact models by directional moment matching,2006,A novel approach is proposed for generating parametric compact models of passive linear electrical networks. The resulting method removes the main drawbacks of previous techniques.
335063,21220,8494,A high dynamic range 100 MHz AGC-amplifier with a linear and temperature compensated gain control,1994,In this paper the control voltage related temperature dependencies of a current deviation based AGC amplifier are studied. A control circuit with linear and temperature compensating gain control is presented. >
2157123,21220,8494,Planar inductors with interleaved conductors for integrated power applications,2005,"This paper presents a new topology of inductor allowing a decreasing of the conductor serial resistance. After validating the concept of conductors interleaving, technological process flow and results are presented."
930648,21220,8494,Analysis of a MEMS-based ring oscillator,2012,This work introduces a MEMS oscillator composed exclusively of mechanical switches as logic components. The electromechanical model of the system is developed and the conditions for a periodic response are established.
2843025,21220,8494,Live demonstration: Retinal ganglion cell software and FPGA implementation for object detection and tracking,2016,This demonstration shows how object detection and tracking are possible thanks to a new implementation which takes inspiration from the visual processing of a particular type of ganglion cell in the retina.
235493,21220,8494,A novel transconductance block eliminates the need for common-mode feedback in fully differential circuits,1994,A new transconductance block with four inputs and two outputs is presented. It is shown that fully differential circuits using this block can be built without the requirement of common-mode feedback. >
193552,21220,8494,CMOS implementation of associative memory using cellular neural network having adjustable template coefficients,1994,A new way of implementing a cellular neural network cell using simple differential stages is described. Also some aspects for implementing associative memory with this new structure are discussed. >
1859268,21220,8494,"The separability, reducibility and controllability of RLCM networks over F(z)",2005,"The separability of a resistor-inductor-capacitor-mutual inductance (RLCM) network is defined. On the basis of RLC networks, some separability, reducibility and controllability (observability) criteria of RLCM networks over F(z) are derived."
595216,21220,8494,Low voltage four-quadrant analog multiplier using square-root circuit based on CMOS pair,1999,"We proposed a square-root circuit based on CMOS pairs. In this paper, we propose a low voltage four-quadrant analog multiplier using the square-root circuit. Also we confirmed this operation by PSpice simulations."
679554,21220,8494,Discrete fractional Hadamard transform,1999,"Hadamard transform is an important tool in discrete signal processing. In this paper, we define the discrete fractional Hadamard transform which is a generalized one. The development of discrete fractional Hadamard is based upon the same spirit as that of the discrete fractional Fourier transform."
1414244,21220,8494,Wave repetitive process approach to a class of ladder circuits,2012,In this paper a 2D systems setting is used to develop new results on modeling and the stability analysis of electrical multi element ladder circuits from the repetitive process standpoint.
618776,21220,8494,Mutual relations and properties of symmetric functions in Walsh spectral domain,2002,"This paper explains the properties of the symmetric functions and their mutual relations in terms of the Walsh spectral coefficients. Equivalent, non-equivalent, complement equivalent and complement nonequivalent symmetric functions have been considered."
624441,21220,8494,Public-key encryption based on Chebyshev maps,2003,"We propose a public-key encryption algorithm based on Chebyshev maps, which is secure, practical, and can be used for both encryption and digital signature. Software implementation and properties of the algorithm are discussed in detail."
339185,21220,8494,An algorithm computing submatrices of the n-th Kronecker power matrix,1993,The author describes an algorithm for finding part of a Kronecker power matrix without computing the whole matrix. Two definitions are provided. The algorithm for finding a submatrix and its proof are described. >
344604,21220,8494,Performance of Yamakawa's chaotic chips and Chua's circuits for secure communications,1994,"In this paper, we demonstrate how Yamakawa's chaotic chips and Chua's circuits can be used to implement a secure communication system based on chaotic modulation/demodulation systems. Furthermore, their performance for the secure communication is discussed. >"
485658,21220,8494,The AR modeling of two-dimensional fields by extended lattice filter,1995,"In this paper, an extended quarter-plane lattice structure to model two-dimensional (2-D) autoregressive fields is presented. The proposed model estimates AR fields more exactly than conventional models."
246963,21220,8494,On the control of an array of Chua's systems,1995,"The control of an array of Chua systems is discussed. For the particular array coupling chosen, it is shown that the control becomes more difficult as the number of Chua lumps increases when controlling from the boundary of the array."
2045329,21220,8494,Algorithmic aspects in RF Circuit Simulation,2007,"Some algorithmic aspects in RF circuit simulation are reviewed, emphasizing the problems related to the contributions included in this Special Session. Recent achievements as well as open problems are pointed out"
2259112,21220,8494,Log-domain complex filter design with XFILTER,2003,Synthesis procedures for log-domain complex filters and group delay equalisers are presented for both ladder and cascade-biquad realisations. These synthesis procedures have been implemented in the design software XFILTER.
246949,21220,8494,Modified cellular neural network architecture for integrated image sensing and processing,1999,The paper describes a novel VLSI architecture adaptation of the cellular neural network (CNN) paradigm. It includes details of the design as well as test results of CMOS chip prototypes.
570104,21220,8494,On non-linear multi-FET analysis,1994,"A non-linear analysis method is developed which yields analytical results for the port voltages and currents in multi-FET circuits. The method is systematic, both in deriving the network equations, and solving them. >"
2215678,21220,8494,Multiplication by two integers using the minimum number of adders,2005,"The two-coefficient minimum-adder graph (MAG2) algorithm is described and shown to be optimal. A partial implementation, optimal for pairs of integers up to 8 bits, outperforms the best existing algorithms."
500456,21220,8494,Canonical realisation of ladder based transconductor-capacitor filters,1994,"In this paper, the canonical transconductor-C realisation definition is given. Two approaches to realise a canonical structure for ladder based transconductor-capacitor filters are proposed. Examples are given to demonstrate the application of these techniques. >"
689243,21220,8494,Experimental study of impulsive synchronization,1999,"In this paper, the impulsive synchronization is examined by using two kinds of experimental circuit, that is, Chua's oscillators and hyperchaotic circuits. Furthermore, its performance was verified by constructing typical chaos-based communication systems."
378812,21220,8494,A method for solving complex linear equation of AC network by interval computation,1994,This paper proposes a method for computing the range of the solution of the AC network equation of which parameters are given by complex interval numbers. The results by the proposed method are compared with Monte Carlo method. >
654836,21220,8494,The multi-level paradigm for distributed fault detection in networks with unreliable processors,2003,"In this paper, we study the effectiveness of the multilevel paradigm in considerably reducing the diagnosis latency of distributed algorithms for fault detection in networks with unreliable processors. This study is based on work that generalizes the algorithms."
657396,21220,8494,Some structural conditions under which an RLC network is controllable over F(z),2003,"This paper discusses some structural conditions under which an RLC network is controllable over the field F(z). The conditions explain a problem that has existed for a long time, and it is easy to apply them because it is only necessary to observe the network structures."
2578824,21220,8494,Dynamical hysteresis neural networks for graph coloring problem,2003,"We analyze synchronization phenomena in a dynamical hysteresis neural network. The dynamical hysteresis neural network accounts a phase difference in each neuron to be an information. Based on this result, we propose an application for solving 2-colorable graph coloring problems."
639288,21220,8494,Quadrature chaos shift keying,2001,In this paper we propose a multilevel version of the differential chaos shift keying (DCSK) scheme exhibiting the same bit error rate performance as DCSK but double data rate and spectral efficiency.
2118978,21220,8494,An On-Chip Delta-Time-to-Voltage Converter for Real-Time Measurement of Clock Jitter,2007,"This paper proposes a new method for measuring clock jitter using a delta-time-to-voltage converter. The method has been implemented in 0.11-mum CMOS technology, and has been verified experimentally to at least 2.8 GHz."
345535,21220,8494,Iterative waveform relaxation bounds for general RC circuits,1994,"The waveform relaxation method can be used in producing monotonic bounds for the solution of a large class of RC circuits when the initial guesses are specially chosen, and the sources are very smooth as functions of time. >"
547574,21220,8494,Global convergence analysis of decomposition methods for support vector machines,2004,Convergence property of decomposition methods for solving quadratic optimization problems arising in support vector machines is studied. It is shown that under a mild condition any decomposition method converges to an optimal solution.
334589,21220,8494,Hardware implementation of habituation,1995,Habituation is a biological behavior allowing non-critical information to be disregarded enabling more processing resources for critical tasks. We have implemented habituation adaptation in VLSI. Our simulations and experimental results illustrate the habituation response.
2187181,21220,8494,State of the art in optical interconnect technology,2010,"We review recent progress in opto-electronic components and circuits for optical interconnect networks based on a silicon based photonic wire technology. We discuss the transmitter part, the receivers and the integration with electronics."
416519,21220,8494,High-linearity switched-capacitor circuits in digital CMOS technology,1995,A high-linearity switched-capacitor (SC) branch using MOSFET capacitors is presented. Simulation results for an SC voltage amplifier show the effectiveness of the branch and its capability to realize linear SC circuits with MOSFET capacitors.
2102656,21220,8494,An algorithm for the construction of synthetic self synchronizing biological circuits,2009,This paper is concerned with a novel algorithm to study networks of biological clocks. A new set of sufficient conditions is established that can be used to give guidelines to construct synthetic biological oscillators that synchronize.
